Fri Apr 23 16:10:32 2021    output.dat

         899508 function calls (875517 primitive calls) in 1.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:292(_get_ptr_by_index)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:611(from_argument)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:692(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\rewrites\registry.py:10(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:1821(op_CALL_METHOD)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callwrapper.py:209(_simplified_return_type)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callwrapper.py:221(debug_print)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:693(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:138(add_required)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\charseq.py:329(charseq_getitem)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\xml\__init__.py:29(defusedxml_available)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1366(TreeBuilder)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\fills.py:51(Fill)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:288(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:282(SheetDimension)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\data_source.py:104(StrVal)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pie_chart.py:76(PieChart3D)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:149(custom_formats)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\reader\workbook.py:93(assign_names)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:64(MeasureGroup)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:158(ServerFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:503(FieldsUsage)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:640(DiscretePr)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cmathdecl.py:32(CMath_predicate)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\collections.py:69(DelItemSequence)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:103(generic)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arraymath.py:4261(window_generator)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\ntpath.py:221(dirname)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\contextlib.py:385(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\ctypes\__init__.py:383(__getattr__)
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numpy\lib\utils.py:52(_set_function_name)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\missing.py:721(clean_reindex_fill_method)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\nanops.py:328(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4485(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2994(_check_comments)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\config.py:410(reload_config)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:752(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:718(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:291(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\errors.py:432(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:711(_callback_add_llvm_timer)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:541(_get_return_argument)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:673(get_return_value)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:182(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:32(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\untyped_passes.py:26(fallback_context)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:119(epoch)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:327(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:540(ElementTree)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\excel.py:62(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formatting\formatting.py:57(ConditionalFormattingList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\filters.py:106(ColorFilter)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\table.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\comments\comments.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\_chart.py:26(AxId)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:239(Point3D)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:564(GeomGuide)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pie_chart.py:114(CustomSplit)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\connector.py:21(Connection)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\connector.py:63(ConnectorNonVisual)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chartsheet\custom.py:51(CustomChartsheetViews)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cffi_utils.py:204(FFIAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:2936(ParserReflect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cmathdecl.py:35(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:186(Numpy_exponential)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:220(Numpy_gamma)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\setdecl.py:189(ConcreteSetComparison)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arraymath.py:2127(np_interp_impl_complex_fp_inner_factory)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\_collections_abc.py:816(clear)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\re.py:315(_compile_repl)
        2    0.000    0.000    0.000    0.000 {built-in method utcnow}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:615(is_dtype_equal)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\generic.py:453(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:343(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1903(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:198(is_fsspec_url)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\excel\_base.py:435(raise_if_bad_sheet_by_name)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3432(_clean_na_values)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:177(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:75(finditer)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:974(infer_constant)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:439(impl_ret_untracked)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:1392(from_native_return)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\funcdesc.py:105(llvm_func_name)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:229(_idom)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cpu.py:89(codegen)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:755(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:638(create_ir_module)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:804(enable_object_caching)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\xml\__init__.py:38(defusedxml_env_set)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:316(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:27(Typed)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:492(QName)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\utils\indexed_list.py:4(IndexedList)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:23(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formatting\rule.py:119(ColorScale)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formatting\formatting.py:61(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\utils\bound_dictionary.py:6(BoundDictionary)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:379(Path2DList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:493(LineBreak)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:577(GeomGuideList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:62(Override)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:211(QueryCache)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cmathdecl.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\linalg.py:72(_BLAS)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\_lib\_util.py:344(MapWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\sparse\data.py:157(_minmax_mixin)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\typing.py:1822(new_type)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\managers.py:210(ndim)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\excel\_base.py:408(close)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1423(_has_complex_date_col)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1539(_maybe_make_multi_index_columns)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2253(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:62(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:702(__hash__)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\module.py:222(__iter__)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:233(as_data)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:466(getiter)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:523(cast)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:276(yield_)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:197(_exit_points)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\transforms.py:499(find_setupwiths)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:872(cb_llvm)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:391(post_process)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:1155(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1340(split_new_block)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:62(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:818(get_dummy_type)
       14    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ssa.py:211(on_other)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:156(Bool)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\excel.py:72(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:276(TabStopList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:612(TextNormalAutofit)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\connector.py:34(ConnectorLocking)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\external_link\external.py:93(ExternalSheetNames)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:371(GroupMember)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:285(LRParser)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\plyparser.py:70(parameterized)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\mathdecl.py:71(Math_copysign)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\mathdecl.py:136(Math_ldexp)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:497(DTypeAttr)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
       10    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\util\_decorators.py:206(_format_argument_list)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1547(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1563(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:403(get_compression_method)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2534(_clean_mapping)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\builder.py:550(neg)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\utils.py:186(set)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\common.py:20(iterator_type)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:107(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:629(unify_types)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:267(set_valid)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:202(get_env_manager)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:89(struct)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\funcdesc.py:75(lookup_globals)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:656(code_names)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1086(op_LOAD_METHOD)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1089(op_CALL_METHOD)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1179(blockstack_initial)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:113(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:300(get_env_name)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:1054(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:161(active)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\utils\indexed_list.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:163(NamedStyleList)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:172(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:461(GeomGuideList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:559(FontReference)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\table.py:616(AutoSortScope)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:144(Random_seed)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:154(Numpy_geometric)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        6    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3299(_make_date_converter)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3875(_extract_dialect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:93(match)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:423(is_null)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:714(inner_models)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:473(iternext)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:83(lower_setattr_generic)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:1173(borrow_none)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\serialize.py:360(reducer_override)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\transforms.py:247(new_block_id)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:252(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:496(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:535(get_arguments)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\event.py:246(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler_lock.py:52(require_global_compiler_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\runtime\nrt.py:62(library)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\misc\llvm_pass_timings.py:281(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:308(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\untyped_passes.py:98(run_pass)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:302(worksheets)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:310(chartsheets)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\sequence.py:47(ValueSequence)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\defusedxml\ElementTree.py:79(DefusedXMLParser)
